6	-4591.323	1583.307	698.872
5	-4591.323	1760.467	31.95
4	-4893.099	1671.887	365.41
3	-4744.457	1600.472	167.407
2	-4742.66	1635.904	34.023
1	-4893.099	1529.057	-30.595
0	-4591.323	1617.637	-364.055
11	-4439.985	1565.04	300.792
13	-4658.341	1564.233	66.932
7	-4742.66	1565.04	300.792
19	-4502.773	1636.711	267.883
9	-4289.546	1671.887	365.41
8	-4591.323	1440.477	302.865
14	-4591.323	1540.782	1.914
16	-4439.985	1635.904	34.023
12	-4289.546	1529.057	-30.595
10	-4438.188	1600.472	167.407
17	-4679.872	1636.711	267.883
18	-4591.323	1660.162	332.901
15	-4524.304	1564.233	66.932
