6	-4403.323	-1270.515	23.454
5	-4250.188	-1164.418	134.802
4	-4250.188	-1254.784	200.014
3	-4403.323	-1148.687	311.363
2	-4556.457	-1254.784	200.014
1	-4556.457	-1164.418	134.802
0	-4403.323	-970.607	182.853
11	-4101.546	-1120.561	103.153
9	-4101.546	-1298.641	231.663
8	-4705.099	-1298.641	231.663
10	-4705.099	-1120.561	103.153
7	-4403.323	-1448.596	151.964
