2	6	7	5	4
1	4	5	0	1
0	1	3	2	0
5	6	4	1	3
4	5	7	2	0
13	15	14	6	10
9	11	9	2	7
8	10	11	9	8
32	25	24	7	11
22	20	21	6	14
12	14	13	3	6
31	23	25	11	10
21	20	21	19	18
11	12	13	3	8
29	21	24	7	6
19	17	16	13	14
30	25	24	21	23
20	18	19	4	17
10	10	8	3	6
28	22	20	14	15
18	14	17	4	6
27	23	21	6	10
17	17	16	1	4
26	22	23	10	15
16	13	16	1	3
35	24	26	5	7
25	22	23	21	20
15	15	14	13	12
34	24	26	19	21
24	18	20	14	17
14	15	12	8	10
7	10	11	7	6
6	8	9	2	3
33	19	26	5	4
23	21	19	4	6
3	6	7	2	3
