52	24	26
42	21	23
32	10	23
22	10	8
12	19	4
51	10	15
41	14	17
31	23	25
21	8	9
11	26	5
29	13	14
19	11	7
39	16	17
49	1	16
50	22	23
40	13	16
30	13	3
20	10	11
10	19	26
28	14	20
18	2	9
38	21	24
48	15	22
47	14	15
37	12	8
27	14	6
17	11	9
46	20	22
36	3	8
26	20	21
16	3	6
7	1	3
6	1	4
5	0	1
4	0	5
3	4	6
2	4	5
1	5	7
0	6	7
15	2	7
25	11	25
35	12	13
45	10	6
9	0	2
8	2	3
44	17	18
34	18	20
24	24	7
14	21	6
53	12	15
43	17	4
33	18	19
23	24	25
13	19	21
