25	7.491	11.778	6.096
15	28.601	11.778	6.096
24	16.59	6.901	6.096
14	28.601	6.901	10.973
23	2.614	6.901	6.096
13	7.491	6.901	6.096
22	7.491	6.901	10.973
12	28.601	6.901	6.096
21	7.491	2.024	6.096
11	43.614	0.805	0.0
19	28.601	2.024	6.096
7	1.395	12.997	12.192
6	13.587	12.997	12.192
5	1.395	12.997	0.0
4	13.587	12.997	0.0
3	13.587	0.805	0.0
2	13.587	0.805	12.192
1	1.395	0.805	0.0
0	1.395	0.805	12.192
20	28.601	6.901	1.219
10	43.614	12.997	0.0
18	40.611	6.901	6.096
9	43.614	0.805	12.192
8	43.614	12.997	12.192
17	12.368	6.901	6.096
16	7.491	6.901	1.219
